,title,dept,procurement_stage,notice_status,contract location,contract_value,publication_year,closing_year,status
620,"Services for leaseholders, commonhold unit owners and park home owners		","DEPARTMENT FOR LEVELLING UP, HOUSING AND COMMUNITIES", Early engagement, Open," England, Wales",0.0,2022.0,2022,Closing
621,Mobile Services for the British Embassy Ankara and Turkey Network		,Foreign Commonwealth and Development Office, Opportunity, Open, Any region,,2022.0,2022,Closing
622,Ashfield District Council - 14 Low Street		,PULSE CONSULT LTD, Opportunity, Open, NG17 1DG,,2022.0,2022,Closing
623,GB-Bristol: Hydrological Monitoring - Forest of Dean		,"Forestry Commission, acting through Forestry England (hereinafter referred to as Forestry England)", Opportunity, Open, South West,100000.0,2022.0,2022,Closing
624,Dawdon Short Sea Outfall Repair Works		,The Coal Authority, Opportunity, Open, SR7 7PS,,2022.0,2022,Closing
625,Framework Agreement for Building and Civil Materials		,Durham County Council, Opportunity, Open, England,,2022.0,2022,Closing
626,Construction Related Multi-Disciplinary Services - Quantity Surveying Services		,London Borough of Haringey, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
627,Display Screen Equipment Training and Assessment Package		,Central London Community Healthcare NHS Trust, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
628,Supply Chain Notice - Roof Replacement Works across FDIS RAMS Central Region		,Ministry of Defence, Future opportunity, Open, PE28 2EA,348000.0,2022.0,2022,Approach
629,L22019-T-JC  Airport Hive Products & Services		,London Luton Airport, Opportunity, Open, LU2 9LY,90000.0,2022.0,2022,Closing
630,GB-Colchester: Mastereplanning		,Colchester Borough Council, Opportunity, Open, East of England,500000.0,2022.0,2022,Closing
631,Provision of Evaluation for North of Tyne Brownfield Housing Fund		,North Tyneside Council, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
632,LeDeR Intersectionality Training		,NHS England, Opportunity, Open, LS2 7UE,35000.0,2022.0,2022,Closing
633,Technical Assurance Framework EWS1 Audits		,Department of Levelling Up Housing and Communities, Opportunity, Open, SW1P 4DF,,2022.0,2022,Closing
634,Large LED outdoor Screen		,Telford and Wrekin Council, Opportunity, Open, West Midlands,,2022.0,2022,Closing
635,FS430957 Critical review of AMR risks arising as a consequence of using biocides and certain heavy metals in food animal production		,The Food Standards Agency, Opportunity, Open, Any region,,2022.0,2022,Closing
636,Procurement of Leasing Facilities		,Durham County Council, Opportunity, Open, Any region,,2022.0,2022,Closing
637,ASC0282 - Alcohol & Drug Day Centre Service and Wet Room		,Leicester City Council, Early engagement, Open, England,0.0,2022.0,2022,Closing
638,GB-Telford: Domestic Gas Contract		,Telford & Wrekin Council, Opportunity, Open, West Midlands,500000.0,2022.0,2022,Closing
639,Contract for Occupational Health Management Software		,GATESHEAD COUNCIL, Opportunity, Open, North East,,2022.0,2022,Closing
640,KMCCW-016 The Supply and Delivery of Grocery Supplies		,EU SUPPLY LIMITED, Opportunity, Open, Yorkshire and the Humber,790000.0,2022.0,2022,Closing
641,22-01 Student Employment Services		,UNIVERSITY OF WOLVERHAMPTON ENTERPRISE LIMITED, Opportunity, Open, West Midlands,,2022.0,2022,Closing
642,"PQ0350 - Provision of category management training, Procurement toolkit and operating model review		",Birmingham City Council, Opportunity, Open, B4 7WB,,2022.0,2022,Closing
643,GB-Shrewsbury: RMNV 001 (2) - Leadership Development Programme		,Shropshire Council, Opportunity, Open, West Midlands,500000.0,2022.0,2022,Closing
644,Rutland County Council SOCIAL PRESCRIBING REFERRAL PLATFORM		,Rutland County Council, Opportunity, Open, England,85000.0,2022.0,2022,Closing
645,GB-Birmingham: Pioneer Group Electrical Testing and Remedial Works		,The Pioneer Housing and Community Group Limited, Opportunity, Open, West Midlands,1000000.0,2022.0,2022,Closing
646,CA10082 - York College: Framework Agreement for Painting and Decorating Services		,York College, Opportunity, Open, YO23 2BB,,2022.0,2022,Closing
647,"HBC- Refurbishment of Tennis Courts, King George Recreation Ground, Bushey		",Hertsmere Borough Council, Opportunity, Open, WD6 1WA,,2022.0,2022,Closing
648,"CONTRACT FOR A DEVELOPMENT PARTNER FOR LAND OFF ASKEW ROAD WEST, GATESHEAD		",GATESHEAD COUNCIL, Opportunity, Open, North East,,2022.0,2022,Closing
649,Market Data Processing		,BIP SOLUTIONS LIMITED, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World",,2022.0,2022,Closing
650,PQ0353 - BE BOLD NEET PROJECT 2022		,Birmingham City Council, Opportunity, Open, B4 7WB,,2022.0,2022,Closing
651,GSV2371 - Apprenticeship Scheme		,UK Parliament, Opportunity, Open, SW1A 0PW,3800000.0,2022.0,2022,Closing
652,Hull and East Yorkshire Growth Hub Business Growth Scheme 2022/2023		,Hull City Council, Opportunity, Open, Yorkshire and the Humber,205000.0,2022.0,2022,Closing
653,Re-Tender Contract 82 - Internal Wall Insulation- Programmed works 2022-2024		,North Tyneside Council, Opportunity, Open, England,,2022.0,2022,Closing
654,Replacement of British Transport Police's Intranet		,British Transport Police, Opportunity, Open, London,,2022.0,2022,Closing
655,PROC.01.0739 - Continuous Improvement Framework		,Water Services Regulation Authority (Ofwat), Opportunity, Open," West Midlands, London",,2022.0,2022,Closing
656,Welfare Benefits Advice Service		,Orbit Group Limited, Opportunity, Open, England,,2022.0,2022,Closing
657,Early years active travel		,West Yorkshire Combined Authority, Opportunity, Open, Yorkshire and the Humber,55000.0,2022.0,2022,Closing
658,ESEE - Improving the teaching of Physical Education at primary school		,Department for Education, Early engagement, Open, SW1P 3BT,0.0,2022.0,2022,Closing
659,CHIC Optimised Retrofit Materials DPS 2022		,"Communities and Housing Investment Consortium Limited  (""CHIC"")", Opportunity, Open, Any region,,2022.0,2022,Closing
660,Roundabout Sponsorship		,Cheshire west and Chester Borough Council, Opportunity, Open, England,,2022.0,2022,Closing
661,"NCC877 - Design,Supply & Installation of Kitchens at Whinney Hill Site		",Advance Northumberland Limited, Opportunity, Open, England,,2022.0,2022,Closing
662,"St.  Catherine's College, Eastbourne - New Sports Hall Shell		",DIOCESE OF CHICHESTER ACADEMY TRUST, Opportunity, Open, BN237BL,,2022.0,2022,Closing
663,Lateral Flow - Dynamic Purchasing System (DPS)		,UK Health Security Agency, Opportunity, Open, United Kingdom,8004000000.0,2022.0,2022,Closing
664,PQ0362 - Security Services for Events		,Birmingham City Council, Opportunity, Open, B4 7WB,,2022.0,2022,Closing
665,HS2 Main Works S1 & S2 - WP148.3_Noise Barriers (Precast installation & FRC torsion beams)		,Skanska Costain STRABAG Joint Venture (SCS JV), Opportunity, Open, London,5000000.0,2022.0,2022,Closing
666,"Disabled Facilities Grant Adaptations for Carlisle CC, Allerdale BC, and South Lakes DC		",Carlisle City Council, Opportunity, Open, North West,,2022.0,2022,Closing
667,ED0214-22 Development of a Tourism Strategy for East Devon		,East Devon District Council, Opportunity, Open, England,25000.0,2022.0,2022,Closing
668,GB-Edinburgh: Mull of Kintyre Lighthouse Ground Maintenance		,Northern Lighthouse Board, Opportunity, Open, Scotland,100000.0,2022.0,2022,Closing
669,Beach works and sand relocation		,Ryde Town Council, Opportunity, Open, PO33 1JA,,2022.0,2022,Closing
670,Detained Duty Advice Scheme Services at Derwentside from 1 July 2022		,The Legal Aid Agency, Opportunity, Open, North East,,2022.0,2022,Closing
671,SW Horizons Consultancy		,Scottish Water, Opportunity, Open, Scotland,,2022.0,2022,Closing
672,3058/LM - Legal Services framework agreement		,UNIVERSITY OF SHEFFIELD, Opportunity, Open, Yorkshire and the Humber,,2022.0,2022,Closing
673,NHS England and NHS Improvement South East - Market Engagement - Integrated Health and Emotional Wellbeing Services to Oasis Restore Secure School		,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT", Early engagement, Open, South East,0.0,2022.0,2022,Closing
674,Provision of Temporary CCTV for Festivals & Events		,Leicester City Council, Opportunity, Open, England,,2022.0,2022,Closing
675,Parish Council insurance		,CASTLE DONINGTON PARISH COUNCIL, Opportunity, Open, de74 2nr,,2022.0,2022,Closing
676,"UK SBS - PS22098 - Research into Mixed-Tenure Social Housing, to Aid Intelligence for the BEIS Energy Efficiency Grant Schemes		",UK SHARED BUSINESS SERVICES LIMITED, Future opportunity, Open, SW1H 0ET,,2022.0,2022,Approach
677,(NU/1765) - Cleaning Services for Student Accommodation		,University of Newcastle upon Tyne t/a Newcastle University, Opportunity, Open, England,500000.0,2022.0,2022,Closing
678,Electrical and Mechanical Maintenance and routine servicing for Hard FM Equipment & Plant		,Plymouth Community Homes, Opportunity, Open, England,,2022.0,2022,Closing
679,Litter Removal		,Culcheth and Glazebury Parish Council, Opportunity, Open, WA3,,2022.0,2022,Closing
680,702773450 CCCT/748 - ISO 45003 certification OPP		,Ministry of Defence, Opportunity, Open, BS34 8JH,,2022.0,2022,Closing
681,GB-Warrington: UKRI-1883 UKATC Cleanroom HVAC Maintenance		,UK Research and Innovation, Opportunity, Open, Any region,100000.0,2022.0,2022,Closing
682,Major Works Investment Programme		,LONDON & QUADRANT HOUSING TRUST, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
683,PDSE Clinical Environment Flooring Renewal (Supply and Fit)		,University of Plymouth, Opportunity, Open, South West,100000.0,2022.0,2022,Closing
684,WSCC DR - Felpham Community College Special Support Centre Works		,West Sussex County Council, Opportunity, Open, PO19 1RQ,1100000.0,2022.0,2022,Closing
685,PRUH Endoscopy Building Main Works		,King's College Trust, Opportunity, Open, England,,2022.0,2022,Closing
686,Legionella Monitoring and Maintenance of Water Supplies		,Sunderland City Council, Opportunity, Open, England,400000.0,2022.0,2022,Closing
687,BTA1667- Internship Services		,British Tourist Authority t/a VisitBritain/VisitEngland, Opportunity, Open, SW1W 0BD,650000.0,2022.0,2022,Closing
688,UCA - Rochester House Remodeling Project at the Close to the Canterbury Campus		,University for the Creative Arts, Opportunity, Open, GU9 7DS,,2022.0,2022,Closing
689,Building Management Services upgrade		,Ipswich Borough Council, Opportunity, Open, IP1 2DE,35000.0,2022.0,2022,Closing
690,Provision of Fire Risk Assessments		,London Borough of Merton, Opportunity, Open, England,,2022.0,2022,Closing
691,Midsomer Norton Town Hall Phase 1 Regeneration - Principal Contractor		,Midsomer Norton Town Council, Opportunity, Open, BA3 2HQ,,2022.0,2022,Closing
692,QU565 - Online training package for early assessment on domestic abuse and victim engagement		,Birmingham City Council, Opportunity, Open, B4 7WB,,2022.0,2022,Closing
693,CPU5231 ERDF Woodlands & Wetlands Biodiversity Access Project		,Nottingham City Council, Opportunity, Open, East Midlands,,2022.0,2022,Closing
694,PQ0365 - Treasury Management Consultancy Services		,Birmingham City Council, Opportunity, Open, B4 7WB,,2022.0,2022,Closing
695,GB-Barnet: FS5 Fire safety works		,Barnet Homes Ltd, Opportunity, Open, London,1000000.0,2022.0,2022,Closing
696,Provision of Parliamentary Monitoring Service		,Historic England, Opportunity, Open, SN2 2EH,55000.0,2022.0,2022,Closing
697,EKFB JV - Lifting Operations and Lifting Equipment Regulations (LOLER inspections) for Excavators		,BIP SOLUTIONS LIMITED, Opportunity, Open, South East,,2022.0,2022,Closing
698,NORTHAMPTONSHIRE VISITOR ECONOMY EVIDENCE BASELINE AND TOURISM INVESTMENT SURVEY REPORT		,West Northamptonshire Council, Opportunity, Open, East Midlands,50000.0,2022.0,2022,Closing
699,"Provision of Care, Support and Enablement (CSE) Services in Carlton, Nottinghamshire for Adults with Disabilities		",Nottinghamshire County Council, Opportunity, Open, East Midlands,,2022.0,2022,Closing
700,Provision of Subsidised Bus Services Round 322		,Merseytravel, Opportunity, Open, England,,2022.0,2022,Closing
701,ADC Adaptation Works for Domestic Premises		,Nottingham City Council, Opportunity, Open, England,,2022.0,2022,Closing
702,Morrison Busty Low Carbon Depot - Summative Assessment		,Durham County Council, Opportunity, Open, DH1 5UL,,2022.0,2022,Closing
703,"Event, & Venue signage & branding 057-2022		",MANCHESTER CENTRAL CONVENTION COMPLEX LIMITED, Opportunity, Open, North West,,2022.0,2022,Closing
704,Learning Disability Accommodation based services in Richmond & Wandsworth		,Wandsworth Borough Council, Early engagement, Open, London,0.0,2022.0,2022,Closing
705,GB-Shrewsbury: RONV 010 - Delivery of Level 5 Operations Departmental Manager and Senior Leader Level 7		,Shropshire Council, Opportunity, Open, West Midlands,100000.0,2022.0,2022,Closing
706,Space Planning Multi-Disciplinary Team		,North Somerset Council, Opportunity, Open, South West,,2022.0,2022,Closing
707,"Fixed Electrical Ground Power Units for Jersey Airport, Channel Islands		",Ports of Jersey, Opportunity, Open, Channel Islands,,2022.0,2022,Closing
708,Integrated Transport Infrastructure Programme - Bus Shelters		,Corserv Limited, Opportunity, Open, England,,2022.0,2022,Closing
709,Reen Rose Bridge Goonhavern Embankment Design		,Corserv Limited, Opportunity, Open, England,,2022.0,2022,Closing
710,INTERNAL AUDIT - Further Competition via the Crescent Purchasing Consortium   Internal Audit - South West - LOT 9 (LOT 9 Suppliers Only)		,Cornwall College e-Tendering, Opportunity, Open, PL25 4DJ,100000.0,2022.0,2022,Closing
711,Tranche 2 - Cambridgeshire and Peterborough APMS Procurement		,North Of England Commissioning Support, Early engagement, Open, East of England,0.0,2022.0,2022,Closing
712,"***RFQ*** Meeting Venue Hire on 27 May 22, Surrey/Hampshire Border		",Surrey and Borders Partnership NHS Foundation Trust, Opportunity, Open, KT22 7BA,,2022.0,2022,Closing
713,Professional Services Team to develop Strategic Masterplan for St Austell town centre		,ST AUSTELL TOWN COUNCIL, Opportunity, Open, South West,65000.0,2022.0,2022,Closing
714,DH21077 - Out of Hours Repairs Including Gas		,Derby Homes Ltd, Opportunity, Open, East Midlands,,2022.0,2022,Closing
715,CPH091 Erewash Community Wellness Approach Evaluation		,Derbyshire County Council, Opportunity, Open, England,11500.0,2022.0,2022,Closing
716,Enforcement & Debt Collection Agency - Council Tax Debt & Benefit Overpayments Recovery		,Warrington Borough Council, Opportunity, Open, England,,2022.0,2022,Closing
717,"Tender for the Supply and Distribution of Ambient, Chilled, Frozen, Fresh Meat and Fruit & Vegetables Products to Guy's and St Thomas' NHS Foundation Trust, Great Ormond Street Hospital for Children and Royal Brompton Hospital		","Guy's and St Thomas' NHS Foundation Trust, Great Ormond Street Hospital for Children and Royal Brompton Hospital c/o Pelican Procurement Services", Opportunity, Open, London,,2022.0,2022,Closing
